Protein1,Protein2,Confidence,Comment
PA0555,PA4567,0.523,predicted
PA0576,PA2617,0.523,predicted
PA0576,PA4357,0.523,predicted
PA0576,PA4416,0.523,predicted
PA0576,PA5028,0.523,predicted
PA0576,PA5174,0.523,predicted
PA0593,PA2028,0.523,predicted
PA0593,PA4248,0.523,predicted
PA0593,PA4264,0.523,predicted
PA0607,PA5034,0.523,predicted
PA0610,PA0906,0.523,predicted
PA0770,PA1155,0.523,predicted
PA0770,PA2028,0.523,predicted
PA0770,PA2967,0.523,predicted
PA0770,PA2979,0.523,predicted
PA0770,PA3645,0.523,predicted
PA0770,PA3770,0.523,predicted
PA0770,PA3944,0.523,predicted
PA0770,PA4051,0.523,predicted
PA0770,PA4433,0.523,predicted
PA0771,PA1564,0.523,predicted
PA0771,PA4357,0.523,predicted
PA0771,PA5028,0.523,predicted
PA0904,PA0906,0.523,predicted
PA0904,PA2056,0.523,predicted
PA0904,PA2454,0.523,predicted
PA0904,PA4257,0.523,predicted
PA0904,PA5570,0.523,predicted
PA0906,PA2965,0.523,predicted
PA0906,PA3134,0.523,predicted
PA0906,PA5260,0.523,predicted
PA0947,PA0956,0.523,predicted
PA0947,PA1228,0.523,predicted
PA0947,PA4252,0.523,predicted
PA0947,PA4357,0.523,predicted
PA0947,PA4416,0.523,predicted
PA0947,PA4566,0.523,predicted
PA0947,PA4991,0.523,predicted
PA0972,PA2297,0.523,predicted
PA1010,PA4248,0.523,predicted
PA1010,PA4357,0.523,predicted
PA1010,PA4386,0.523,predicted
PA1010,PA5174,0.523,predicted
PA1049,PA1357,0.523,predicted
PA1049,PA2454,0.523,predicted
PA1109,PA5198,0.523,predicted
PA1155,PA2491,0.523,predicted
PA1155,PA2492,0.523,predicted
PA1155,PA2739,0.523,predicted
PA1155,PA3743,0.523,predicted
PA1155,PA3799,0.523,predicted
PA1155,PA3814,0.523,predicted
PA1155,PA3834,0.523,predicted
PA1156,PA2619,0.523,predicted
PA1156,PA4248,0.523,predicted
PA1156,PA4566,0.523,predicted
PA1228,PA2615,0.523,predicted
PA1228,PA3117,0.523,predicted
PA1228,PA4386,0.523,predicted
PA1228,PA4669,0.523,predicted
PA1228,PA4991,0.523,predicted
PA1357,PA1778,0.523,predicted
PA1357,PA1869,0.523,predicted
PA1357,PA2121,0.523,predicted
PA1357,PA5562,0.523,predicted
PA1369,PA1966,0.523,predicted
PA1375,PA2492,0.523,predicted
PA1375,PA2622,0.523,predicted
PA1375,PA2740,0.523,predicted
PA1375,PA3799,0.523,predicted
PA1375,PA4357,0.523,predicted
PA1375,PA4534,0.523,predicted
PA1375,PA4740,0.523,predicted
PA1375,PA4745,0.523,predicted
PA1456,PA1529,0.523,predicted
PA1456,PA3996,0.523,predicted
PA1456,PA4482,0.523,predicted
PA1456,PA5034,0.523,predicted
PA1477,PA5069,0.523,predicted
PA1520,PA1644,0.523,predicted
PA1520,PA2991,0.523,predicted
PA1520,PA3807,0.523,predicted
PA1520,PA3815,0.523,predicted
PA1520,PA5432,0.523,predicted
PA1529,PA2947,0.523,predicted
PA1529,PA2979,0.523,predicted
PA1532,PA3700,0.523,predicted
PA1532,PA4052,0.523,predicted
PA1532,PA4248,0.523,predicted
PA1532,PA4741,0.523,predicted
PA1564,PA1802,0.523,predicted
PA1564,PA2491,0.523,predicted
PA1564,PA2497,0.523,predicted
PA1564,PA3111,0.523,predicted
PA1564,PA3528,0.523,predicted
PA1564,PA4762,0.523,predicted
PA1564,PA4944,0.523,predicted
PA1564,PA5174,0.523,predicted
PA1585,PA3743,0.523,predicted
PA1585,PA3744,0.523,predicted
PA1585,PA4563,0.523,predicted
PA1585,PA5028,0.523,predicted
PA1588,PA3654,0.523,predicted
PA1588,PA4776,0.523,predicted
PA1610,PA2491,0.523,predicted
PA1610,PA4566,0.523,predicted
PA1610,PA4776,0.523,predicted
PA1619,PA2981,0.523,predicted
PA1619,PA3584,0.523,predicted
PA1619,PA3650,0.523,predicted
PA1619,PA5260,0.523,predicted
PA1619,PA5338,0.523,predicted
PA1644,PA1802,0.523,predicted
PA1644,PA2028,0.523,predicted
PA1644,PA2238,0.523,predicted
PA1644,PA2273,0.523,predicted
PA1644,PA2454,0.523,predicted
PA1644,PA2492,0.523,predicted
PA1644,PA2617,0.523,predicted
PA1644,PA2622,0.523,predicted
PA1644,PA3735,0.523,predicted
PA1644,PA4239,0.523,predicted
PA1644,PA5050,0.523,predicted
PA1644,PA5163,0.523,predicted
PA1648,PA3639,0.523,predicted
PA1648,PA4267,0.523,predicted
PA1648,PA4577,0.523,predicted
PA1648,PA5067,0.523,predicted
PA1648,PA5338,0.523,predicted
PA1681,PA2276,0.523,predicted
PA1681,PA4252,0.523,predicted
PA1681,PA4417,0.523,predicted
PA1681,PA4566,0.523,predicted
PA1696,PA2461,0.523,predicted
PA1696,PA4679,0.523,predicted
PA1713,PA2153,0.523,predicted
PA1713,PA5243,0.523,predicted
PA1716,PA1718,0.523,predicted
PA1717,PA1718,0.523,predicted
PA1718,PA1719,0.523,predicted
PA1729,PA2344,0.523,predicted
PA1729,PA4411,0.523,predicted
PA1792,PA3668,0.523,predicted
PA1795,PA2492,0.523,predicted
PA1795,PA4389,0.523,predicted
PA1795,PA4566,0.523,predicted
PA1795,PA5174,0.523,predicted
PA1796,PA2622,0.523,predicted
PA1796,PA4357,0.523,predicted
PA1796,PA4386,0.523,predicted
PA1802,PA3152,0.523,predicted
PA1802,PA4425,0.523,predicted
PA1802,PA4602,0.523,predicted
PA1802,PA4741,0.523,predicted
PA1815,PA1869,0.523,predicted
PA1815,PA2876,0.523,predicted
PA1815,PA2947,0.523,predicted
PA1815,PA3134,0.523,predicted
PA1815,PA4272,0.523,predicted
PA1815,PA4534,0.523,predicted
PA1815,PA4952,0.523,predicted
PA1815,PA5260,0.523,predicted
PA1816,PA3653,0.523,predicted
PA1816,PA4256,0.523,predicted
PA1966,PA3643,0.523,predicted
PA1966,PA3650,0.523,predicted
PA1966,PA4752,0.523,predicted
PA1966,PA5198,0.523,predicted
PA2007,PA4991,0.523,predicted
PA2028,PA2276,0.523,predicted
PA2028,PA2497,0.523,predicted
PA2033,PA3721,0.523,predicted
PA2033,PA3883,0.523,predicted
PA2056,PA2979,0.523,predicted
PA2056,PA4264,0.523,predicted
PA2056,PA5320,0.523,predicted
PA2068,PA2341,0.523,predicted
PA2121,PA3266,0.523,predicted
PA2121,PA3997,0.523,predicted
PA2153,PA3245,0.523,predicted
PA2238,PA2962,0.523,predicted
PA2238,PA3997,0.523,predicted
PA2238,PA5243,0.523,predicted
PA2273,PA2497,0.523,predicted
PA2273,PA2967,0.523,predicted
PA2273,PA3152,0.523,predicted
PA2273,PA3770,0.523,predicted
PA2273,PA4052,0.523,predicted
PA2273,PA4238,0.523,predicted
PA2273,PA4741,0.523,predicted
PA2273,PA4853,0.523,predicted
PA2273,PA5174,0.523,predicted
PA2276,PA4251,0.523,predicted
PA2276,PA5028,0.523,predicted
PA2278,PA5069,0.523,predicted
PA2341,PA3651,0.523,predicted
PA2357,PA4759,0.523,predicted
PA2357,PA5320,0.523,predicted
PA2382,PA5198,0.523,predicted
PA2454,PA3997,0.523,predicted
PA2454,PA4425,0.523,predicted
PA2471,PA3721,0.523,predicted
PA2491,PA2497,0.523,predicted
PA2491,PA2741,0.523,predicted
PA2491,PA3637,0.523,predicted
PA2491,PA4252,0.523,predicted
PA2491,PA5163,0.523,predicted
PA2492,PA3528,0.523,predicted
PA2492,PA3834,0.523,predicted
PA2497,PA5432,0.523,predicted
PA2537,PA4413,0.523,predicted
PA2612,PA2991,0.523,predicted
PA2612,PA5174,0.523,predicted
PA2615,PA2617,0.523,predicted
PA2615,PA3644,0.523,predicted
PA2615,PA3700,0.523,predicted
PA2615,PA3814,0.523,predicted
PA2615,PA4238,0.523,predicted
PA2615,PA4252,0.523,predicted
PA2615,PA4389,0.523,predicted
PA2615,PA4416,0.523,predicted
PA2615,PA4568,0.523,predicted
PA2615,PA4666,0.523,predicted
PA2615,PA4741,0.523,predicted
PA2617,PA2917,0.523,predicted
PA2617,PA4232,0.523,predicted
PA2617,PA5039,0.523,predicted
PA2619,PA2966,0.523,predicted
PA2622,PA2739,0.523,predicted
PA2622,PA3735,0.523,predicted
PA2622,PA4425,0.523,predicted
PA2626,PA3735,0.523,predicted
PA2626,PA4389,0.523,predicted
PA2626,PA5174,0.523,predicted
PA2629,PA4934,0.523,predicted
PA2629,PA5315,0.523,predicted
PA2666,PA3668,0.523,predicted
PA2666,PA4273,0.523,predicted
PA2739,PA2991,0.523,predicted
PA2739,PA3654,0.523,predicted
PA2739,PA3807,0.523,predicted
PA2739,PA5163,0.523,predicted
PA2740,PA3645,0.523,predicted
PA2740,PA4776,0.523,predicted
PA2798,PA3883,0.523,predicted
PA2798,PA4244,0.523,predicted
PA2798,PA4484,0.523,predicted
PA2876,PA5570,0.523,predicted
PA2917,PA3944,0.523,predicted
PA2917,PA3989,0.523,predicted
PA2917,PA4043,0.523,predicted
PA2917,PA4416,0.523,predicted
PA2947,PA5067,0.523,predicted
PA2965,PA4253,0.523,predicted
PA2965,PA4534,0.523,predicted
PA2966,PA3654,0.523,predicted
PA2977,PA3266,0.523,predicted
PA2978,PA4748,0.523,predicted
PA2979,PA4248,0.523,predicted
PA2979,PA5338,0.523,predicted
PA2981,PA3639,0.523,predicted
PA2991,PA5028,0.523,predicted
PA3111,PA4232,0.523,predicted
PA3111,PA4241,0.523,predicted
PA3111,PA4566,0.523,predicted
PA3111,PA4934,0.523,predicted
PA3111,PA5049,0.523,predicted
PA3111,PA5239,0.523,predicted
PA3112,PA4745,0.523,predicted
PA3117,PA3162,0.523,predicted
PA3117,PA4052,0.523,predicted
PA3117,PA4241,0.523,predicted
PA3117,PA4741,0.523,predicted
PA3117,PA4744,0.523,predicted
PA3117,PA4853,0.523,predicted
PA3147,PA3770,0.523,predicted
PA3147,PA4567,0.523,predicted
PA3147,PA4568,0.523,predicted
PA3151,PA5239,0.523,predicted
PA3152,PA4566,0.523,predicted
PA3152,PA5239,0.523,predicted
PA3152,PA5315,0.523,predicted
PA3162,PA4386,0.523,predicted
PA3162,PA4991,0.523,predicted
PA3163,PA3668,0.523,predicted
PA3163,PA4257,0.523,predicted
PA3163,PA4768,0.523,predicted
PA3171,PA4534,0.523,predicted
PA3245,PA5243,0.523,predicted
PA3266,PA4482,0.523,predicted
PA3389,PA3883,0.523,predicted
PA3528,PA4043,0.523,predicted
PA3528,PA4239,0.523,predicted
PA3528,PA4425,0.523,predicted
PA3584,PA3668,0.523,predicted
PA3636,PA5570,0.523,predicted
PA3637,PA4566,0.523,predicted
PA3637,PA4776,0.523,predicted
PA3637,PA5050,0.523,predicted
PA3638,PA3653,0.523,predicted
PA3638,PA3668,0.523,predicted
PA3638,PA4759,0.523,predicted
PA3639,PA3668,0.523,predicted
PA3639,PA4267,0.523,predicted
PA3643,PA3653,0.523,predicted
PA3643,PA4119,0.523,predicted
PA3644,PA3815,0.523,predicted
PA3645,PA3743,0.523,predicted
PA3645,PA4241,0.523,predicted
PA3645,PA5028,0.523,predicted
PA3653,PA4270,0.523,predicted
PA3666,PA4934,0.523,predicted
PA3668,PA4273,0.523,predicted
PA3700,PA4762,0.523,predicted
PA3700,PA5174,0.523,predicted
PA3703,PA3996,0.523,predicted
PA3703,PA4274,0.523,predicted
PA3735,PA4563,0.523,predicted
PA3735,PA5432,0.523,predicted
PA3743,PA4934,0.523,predicted
PA3744,PA4232,0.523,predicted
PA3744,PA5119,0.523,predicted
PA3767,PA4258,0.523,predicted
PA3767,PA4425,0.523,predicted
PA3767,PA4743,0.523,predicted
PA3767,PA4776,0.523,predicted
PA3767,PA5174,0.523,predicted
PA3767,PA5549,0.523,predicted
PA3770,PA4776,0.523,predicted
PA3770,PA4944,0.523,predicted
PA3799,PA5050,0.523,predicted
PA3807,PA4232,0.523,predicted
PA3807,PA4248,0.523,predicted
PA3814,PA4239,0.523,predicted
PA3814,PA4245,0.523,predicted
PA3814,PA4762,0.523,predicted
PA3814,PA5549,0.523,predicted
PA3815,PA4239,0.523,predicted
PA3815,PA4253,0.523,predicted
PA3815,PA4534,0.523,predicted
PA3815,PA4768,0.523,predicted
PA3834,PA4043,0.523,predicted
PA3834,PA4051,0.523,predicted
PA3944,PA4566,0.523,predicted
PA3944,PA4669,0.523,predicted
PA3984,PA5069,0.523,predicted
PA3989,PA5174,0.523,predicted
PA3996,PA4264,0.523,predicted
PA3997,PA4952,0.523,predicted
PA4043,PA4240,0.523,predicted
PA4043,PA4247,0.523,predicted
PA4043,PA5050,0.523,predicted
PA4056,PA4566,0.523,predicted
PA4068,PA4253,0.523,predicted
PA4077,PA4098,0.523,predicted
PA4077,PA4655,0.523,predicted
PA4077,PA5259,0.523,predicted
PA4232,PA4433,0.523,predicted
PA4238,PA5174,0.523,predicted
PA4239,PA4931,0.523,predicted
PA4239,PA5039,0.523,predicted
PA4241,PA4944,0.523,predicted
PA4241,PA5119,0.523,predicted
PA4245,PA4931,0.523,predicted
PA4248,PA4776,0.523,predicted
PA4248,PA5063,0.523,predicted
PA4251,PA4386,0.523,predicted
PA4251,PA5549,0.523,predicted
PA4253,PA4389,0.523,predicted
PA4253,PA4776,0.523,predicted
PA4253,PA5239,0.523,predicted
PA4258,PA5067,0.523,predicted
PA4259,PA4406,0.523,predicted
PA4259,PA4848,0.523,predicted
PA4272,PA4275,0.523,predicted
PA4273,PA5320,0.523,predicted
PA4274,PA4745,0.523,predicted
PA4274,PA4952,0.523,predicted
PA4275,PA5320,0.523,predicted
PA4357,PA4762,0.523,predicted
PA4357,PA5050,0.523,predicted
PA4357,PA5174,0.523,predicted
PA4386,PA4566,0.523,predicted
PA4389,PA4744,0.523,predicted
PA4403,PA4997,0.523,predicted
PA4411,PA5570,0.523,predicted
PA4416,PA4762,0.523,predicted
PA4416,PA5028,0.523,predicted
PA4425,PA4744,0.523,predicted
PA4425,PA4762,0.523,predicted
PA4425,PA5432,0.523,predicted
PA4433,PA4944,0.523,predicted
PA4433,PA5119,0.523,predicted
PA4529,PA5028,0.523,predicted
PA4534,PA4743,0.523,predicted
PA4534,PA5028,0.523,predicted
PA0008,PA2623,0.522,predicted
PA0008,PA5373,0.522,predicted
PA0009,PA1843,0.522,predicted
PA0018,PA1927,0.522,predicted
PA0018,PA5197,0.522,predicted
PA0019,PA1996,0.522,predicted
PA0025,PA3014,0.522,predicted
PA0115,PA1520,0.522,predicted
PA0115,PA1802,0.522,predicted
PA0115,PA2991,0.522,predicted
PA0115,PA3989,0.522,predicted
PA0115,PA4232,0.522,predicted
PA0115,PA4241,0.522,predicted
PA0116,PA0404,0.522,predicted
PA0116,PA4655,0.522,predicted
PA0249,PA5570,0.522,predicted
PA0342,PA2492,0.522,predicted
PA0342,PA3162,0.522,predicted
PA0342,PA3528,0.522,predicted
PA0342,PA3834,0.522,predicted
PA0363,PA2615,0.522,predicted
PA0363,PA3162,0.522,predicted
PA0363,PA4248,0.522,predicted
PA0363,PA4433,0.522,predicted
PA0363,PA4762,0.522,predicted
PA0404,PA0904,0.522,predicted
PA0404,PA1815,0.522,predicted
PA0404,PA2056,0.522,predicted
PA0404,PA5320,0.522,predicted
PA0404,PA5338,0.522,predicted
PA0405,PA0555,0.522,predicted
PA0405,PA0576,0.522,predicted
PA0405,PA1520,0.522,predicted
PA0405,PA1802,0.522,predicted
PA0405,PA2028,0.522,predicted
PA0405,PA2276,0.522,predicted
PA0405,PA2876,0.522,predicted
PA0405,PA3770,0.522,predicted
PA0405,PA4248,0.522,predicted
PA0405,PA4529,0.522,predicted
PA0405,PA4762,0.522,predicted
PA0405,PA5119,0.522,predicted
PA0407,PA2491,0.522,predicted
PA0407,PA4991,0.522,predicted
PA0408,PA0771,0.522,predicted
PA0408,PA1610,0.522,predicted
PA0408,PA3666,0.522,predicted
PA0408,PA3744,0.522,predicted
PA0408,PA3814,0.522,predicted
PA0408,PA4052,0.522,predicted
PA0408,PA4389,0.522,predicted
PA0408,PA4433,0.522,predicted
PA0408,PA4602,0.522,predicted
PA0408,PA4934,0.522,predicted
PA0422,PA5531,0.522,predicted
PA0432,PA0770,0.522,predicted
PA0432,PA2276,0.522,predicted
PA0432,PA4563,0.522,predicted
PA0456,PA0770,0.522,predicted
PA0456,PA3111,0.522,predicted
PA0456,PA3735,0.522,predicted
PA0456,PA4056,0.522,predicted
PA0456,PA4991,0.522,predicted
PA0503,PA0906,0.522,predicted
PA0503,PA3668,0.522,predicted
PA0503,PA4534,0.522,predicted
PA0503,PA5243,0.522,predicted
PA0517,PA1584,0.522,predicted
PA0551,PA1564,0.522,predicted
PA0551,PA2492,0.522,predicted
PA0551,PA2615,0.522,predicted
PA0551,PA4052,0.522,predicted
PA0551,PA4251,0.522,predicted
PA0555,PA3162,0.522,predicted
PA0555,PA3799,0.522,predicted
PA0555,PA3814,0.522,predicted
PA0555,PA4251,0.522,predicted
PA0555,PA4566,0.522,predicted
PA0555,PA4776,0.522,predicted
PA0576,PA0947,0.522,predicted
PA0576,PA2967,0.522,predicted
PA0576,PA3111,0.522,predicted
PA0576,PA3807,0.522,predicted
PA0576,PA3989,0.522,predicted
PA0576,PA4433,0.522,predicted
PA0576,PA4566,0.522,predicted
PA0593,PA2626,0.522,predicted
PA0593,PA2978,0.522,predicted
PA0593,PA5050,0.522,predicted
PA0607,PA4077,0.522,predicted
PA0661,PA3244,0.522,predicted
PA0671,PA1475,0.522,predicted
PA0671,PA1692,0.522,predicted
PA0770,PA0947,0.522,predicted
PA0770,PA1795,0.522,predicted
PA0770,PA2492,0.522,predicted
PA0770,PA3152,0.522,predicted
PA0770,PA3799,0.522,predicted
PA0770,PA4056,0.522,predicted
PA0771,PA1155,0.522,predicted
PA0771,PA2276,0.522,predicted
PA0771,PA2629,0.522,predicted
PA0771,PA3645,0.522,predicted
PA0771,PA3807,0.522,predicted
PA0771,PA4389,0.522,predicted
PA0771,PA5050,0.522,predicted
PA0771,PA5174,0.522,predicted
PA0904,PA1529,0.522,predicted
PA0904,PA4577,0.522,predicted
PA0906,PA4068,0.522,predicted
PA0947,PA1010,0.522,predicted
PA0947,PA2612,0.522,predicted
PA0947,PA2619,0.522,predicted
PA0947,PA2739,0.522,predicted
PA0947,PA3162,0.522,predicted
PA0947,PA4232,0.522,predicted
PA0947,PA4669,0.522,predicted
PA0956,PA4357,0.522,predicted
PA0956,PA5063,0.522,predicted
PA0971,PA5069,0.522,predicted
PA1010,PA2492,0.522,predicted
PA1010,PA3743,0.522,predicted
PA1010,PA3744,0.522,predicted
PA1010,PA4433,0.522,predicted
PA1109,PA1357,0.522,predicted
PA1109,PA1778,0.522,predicted
PA1155,PA1795,0.522,predicted
PA1155,PA1802,0.522,predicted
PA1155,PA2276,0.522,predicted
PA1156,PA4232,0.522,predicted
PA1156,PA4251,0.522,predicted
PA1228,PA2739,0.522,predicted
PA1228,PA3644,0.522,predicted
PA1228,PA3770,0.522,predicted
PA1228,PA3814,0.522,predicted
PA1228,PA4051,0.522,predicted
PA1228,PA4052,0.522,predicted
PA1228,PA4259,0.522,predicted
PA1228,PA4563,0.522,predicted
PA1228,PA4666,0.522,predicted
PA1357,PA2153,0.522,predicted
PA1357,PA2156,0.522,predicted
PA1357,PA2977,0.522,predicted
PA1369,PA2382,0.522,predicted
PA1375,PA1564,0.522,predicted
PA1375,PA2617,0.522,predicted
PA1375,PA3815,0.522,predicted
PA1375,PA4248,0.522,predicted
PA1375,PA4251,0.522,predicted
PA1375,PA4566,0.522,predicted
PA1456,PA5071,0.522,predicted
PA1475,PA1620,0.522,predicted
PA1482,PA4668,0.522,predicted
PA1520,PA2492,0.522,predicted
PA1520,PA4241,0.522,predicted
PA1520,PA4251,0.522,predicted
PA1520,PA4252,0.522,predicted
PA1520,PA4357,0.522,predicted
PA1520,PA4568,0.522,predicted
PA1520,PA4666,0.522,predicted
PA1520,PA4762,0.522,predicted
PA1529,PA3636,0.522,predicted
PA1532,PA2492,0.522,predicted
PA1532,PA2741,0.522,predicted
PA1532,PA3814,0.522,predicted
PA1532,PA5432,0.522,predicted
PA1564,PA2028,0.522,predicted
PA1564,PA2617,0.522,predicted
PA1564,PA2979,0.522,predicted
PA1564,PA2991,0.522,predicted
PA1564,PA3147,0.522,predicted
PA1564,PA3815,0.522,predicted
PA1564,PA4357,0.522,predicted
PA1564,PA5050,0.522,predicted
PA1582,PA3244,0.522,predicted
PA1582,PA4403,0.522,predicted
PA1584,PA3244,0.522,predicted
PA1585,PA4251,0.522,predicted
PA1585,PA4252,0.522,predicted
PA1585,PA4741,0.522,predicted
PA1588,PA2615,0.522,predicted
PA1588,PA2619,0.522,predicted
PA1588,PA4241,0.522,predicted
PA1588,PA4248,0.522,predicted
PA1588,PA4252,0.522,predicted
PA1588,PA4762,0.522,predicted
PA1610,PA1802,0.522,predicted
PA1610,PA2615,0.522,predicted
PA1610,PA2619,0.522,predicted
PA1610,PA4259,0.522,predicted
PA1610,PA5174,0.522,predicted
PA1619,PA3134,0.522,predicted
PA1644,PA2276,0.522,predicted
PA1644,PA2991,0.522,predicted
PA1644,PA3147,0.522,predicted
PA1644,PA3989,0.522,predicted
PA1644,PA4425,0.522,predicted
PA1644,PA4669,0.522,predicted
PA1648,PA2056,0.522,predicted
PA1648,PA5260,0.522,predicted
PA1681,PA3147,0.522,predicted
PA1681,PA4241,0.522,predicted
PA1692,PA2341,0.522,predicted
PA1696,PA5332,0.522,predicted
PA1713,PA3134,0.522,predicted
PA1713,PA3721,0.522,predicted
PA1713,PA3997,0.522,predicted
PA1713,PA4655,0.522,predicted
PA1729,PA2121,0.522,predicted
PA1729,PA2454,0.522,predicted
PA1778,PA2033,0.522,predicted
PA1778,PA2156,0.522,predicted
PA1778,PA3389,0.522,predicted
PA1778,PA3883,0.522,predicted
PA1792,PA1869,0.522,predicted
PA1792,PA3721,0.522,predicted
PA1792,PA3883,0.522,predicted
PA1794,PA2276,0.522,predicted
PA1795,PA3111,0.522,predicted
PA1795,PA3770,0.522,predicted
PA1795,PA4056,0.522,predicted
PA1795,PA4238,0.522,predicted
PA1795,PA4529,0.522,predicted
PA1795,PA4991,0.522,predicted
PA1796,PA3744,0.522,predicted
PA1796,PA4417,0.522,predicted
PA1796,PA4566,0.522,predicted
PA1802,PA2617,0.522,predicted
PA1802,PA3528,0.522,predicted
PA1802,PA3637,0.522,predicted
PA1802,PA3834,0.522,predicted
PA1802,PA4389,0.522,predicted
PA1802,PA4566,0.522,predicted
PA1815,PA3112,0.522,predicted
PA1815,PA3163,0.522,predicted
PA1815,PA3636,0.522,predicted
PA1815,PA3653,0.522,predicted
PA1815,PA3997,0.522,predicted
PA1815,PA4068,0.522,predicted
PA1815,PA4264,0.522,predicted
PA1815,PA4743,0.522,predicted
PA1816,PA4077,0.522,predicted
PA1816,PA5071,0.522,predicted
PA1816,PA5083,0.522,predicted
PA1869,PA3668,0.522,predicted
PA1869,PA4119,0.522,predicted
PA1869,PA4748,0.522,predicted
PA1869,PA5320,0.522,predicted
PA1960,PA3668,0.522,predicted
PA1960,PA4077,0.522,predicted
PA1966,PA4655,0.522,predicted
PA2007,PA2491,0.522,predicted
PA2007,PA2492,0.522,predicted
PA2007,PA2617,0.522,predicted
PA2028,PA2617,0.522,predicted
PA2028,PA5028,0.522,predicted
PA2033,PA2471,0.522,predicted
PA2056,PA4254,0.522,predicted
PA2056,PA4411,0.522,predicted
PA2056,PA4534,0.522,predicted
PA2056,PA4768,0.522,predicted
PA2121,PA2153,0.522,predicted
PA2121,PA3883,0.522,predicted
PA2153,PA3721,0.522,predicted
PA2156,PA4484,0.522,predicted
PA2156,PA4664,0.522,predicted
PA2192,PA2382,0.522,predicted
PA2231,PA2537,0.522,predicted
PA2231,PA5556,0.522,predicted
PA2238,PA3636,0.522,predicted
PA2238,PA3815,0.522,predicted
PA2238,PA4425,0.522,predicted
PA2273,PA2741,0.522,predicted
PA2273,PA3528,0.522,predicted
PA2273,PA3637,0.522,predicted
PA2273,PA4566,0.522,predicted
PA2273,PA5028,0.522,predicted
PA2276,PA2740,0.522,predicted
PA2276,PA3528,0.522,predicted
PA2276,PA3834,0.522,predicted
PA2276,PA4357,0.522,predicted
PA2276,PA4416,0.522,predicted
PA2341,PA3820,0.522,predicted
PA2357,PA2981,0.522,predicted
PA2357,PA3639,0.522,predicted
PA2357,PA4275,0.522,predicted
PA2357,PA5071,0.522,predicted
PA2454,PA2626,0.522,predicted
PA2454,PA3815,0.522,predicted
PA2471,PA3389,0.522,predicted
PA2471,PA5562,0.522,predicted
PA2491,PA2739,0.522,predicted
PA2491,PA4389,0.522,predicted
PA2492,PA2617,0.522,predicted
PA2492,PA4417,0.522,predicted
PA2492,PA4776,0.522,predicted
PA2492,PA5039,0.522,predicted
PA2497,PA2917,0.522,predicted
PA2497,PA2991,0.522,predicted
PA2497,PA3989,0.522,predicted
PA2497,PA4425,0.522,predicted
PA2537,PA2811,0.522,predicted
PA2577,PA2991,0.522,predicted
PA2612,PA3644,0.522,predicted
PA2612,PA4417,0.522,predicted
PA2615,PA2622,0.522,predicted
PA2615,PA2966,0.522,predicted
PA2615,PA3989,0.522,predicted
PA2617,PA3944,0.522,predicted
PA2617,PA5028,0.522,predicted
PA2617,PA5050,0.522,predicted
PA2617,PA5063,0.522,predicted
PA2619,PA2967,0.522,predicted
PA2619,PA3637,0.522,predicted
PA2622,PA3944,0.522,predicted
PA2622,PA4776,0.522,predicted
PA2626,PA2979,0.522,predicted
PA2626,PA3767,0.522,predicted
PA2629,PA2740,0.522,predicted
PA2629,PA4251,0.522,predicted
PA2629,PA4259,0.522,predicted
PA2666,PA4077,0.522,predicted
PA2666,PA4952,0.522,predicted
PA2739,PA2967,0.522,predicted
PA2739,PA4056,0.522,predicted
PA2739,PA5028,0.522,predicted
PA2740,PA3111,0.522,predicted
PA2740,PA3744,0.522,predicted
PA2740,PA4056,0.522,predicted
PA2740,PA4417,0.522,predicted
PA2740,PA5063,0.522,predicted
PA2741,PA3735,0.522,predicted
PA2741,PA4762,0.522,predicted
PA2741,PA4991,0.522,predicted
PA2798,PA4664,0.522,predicted
PA2811,PA3244,0.522,predicted
PA2876,PA3767,0.522,predicted
PA2917,PA4044,0.522,predicted
PA2947,PA2978,0.522,predicted
PA2947,PA4411,0.522,predicted
PA2947,PA5163,0.522,predicted
PA2947,PA5338,0.522,predicted
PA2965,PA4272,0.522,predicted
PA2965,PA4672,0.522,predicted
PA2966,PA3644,0.522,predicted
PA2966,PA4944,0.522,predicted
PA2966,PA5119,0.522,predicted
PA2967,PA3814,0.522,predicted
PA2967,PA3834,0.522,predicted
PA2979,PA4253,0.522,predicted
PA2979,PA5174,0.522,predicted
PA2991,PA3147,0.522,predicted
PA2991,PA4357,0.522,predicted
PA2991,PA4566,0.522,predicted
PA2991,PA4944,0.522,predicted
PA3111,PA3654,0.522,predicted
PA3111,PA3815,0.522,predicted
PA3111,PA4052,0.522,predicted
PA3111,PA4417,0.522,predicted
PA3111,PA4741,0.522,predicted
PA3111,PA4744,0.522,predicted
PA3111,PA4776,0.522,predicted
PA3111,PA4853,0.522,predicted
PA3112,PA4560,0.522,predicted
PA3117,PA4251,0.522,predicted
PA3117,PA4740,0.522,predicted
PA3117,PA5174,0.522,predicted
PA3134,PA4077,0.522,predicted
PA3147,PA4251,0.522,predicted
PA3147,PA4425,0.522,predicted
PA3147,PA5050,0.522,predicted
PA3147,PA5174,0.522,predicted
PA3147,PA5549,0.522,predicted
PA3152,PA3162,0.522,predicted
PA3152,PA3744,0.522,predicted
PA3152,PA4241,0.522,predicted
PA3152,PA4417,0.522,predicted
PA3152,PA4433,0.522,predicted
PA3152,PA4563,0.522,predicted
PA3152,PA4567,0.522,predicted
