#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
chembl:CHEMBL33950|chebi:"CHEBI:149469"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C14H17N3O7S.Na/c1-3-24-13(21)7-5-17(16-15-7)6-14(2)11(12(19)20)10-8(18)4-9(10)25(14,22)23;/h5,9-11H,3-4,6H2,1-2H3,(H,19,20);/q;+1/p-1/t9?,10?,11-,14-;/m0./s1"(inchi id)|unknown:PFIUBGIRXRRCLN-IQYXFBBMSA-M(inchi key)|unknown:"[Na+].CCOC(=O)c1cn(C[C@@]2(C)[C@@H](C3C(CC3=O)S2(=O)=O)C(=O)[O-])nn1"(smile)|unknown:chembl33950(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Micetich et al (1987)	pubmed:3039137	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653999	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:149501"|chembl:CHEMBL33711	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H15N3O7S.Na/c1-13(5-16-4-6(14-15-16)12(20)23-2)10(11(18)19)9-7(17)3-8(9)24(13,21)22;/h4,8-10H,3,5H2,1-2H3,(H,18,19);/q;+1/p-1/t8?,9?,10-,13-;/m0./s1"(inchi id)|unknown:DZFSSCWTCNNODR-XHPJXEBOSA-M(inchi key)|unknown:"[Na+].COC(=O)c1cn(C[C@@]2(C)[C@@H](C3C(CC3=O)S2(=O)=O)C(=O)[O-])nn1"(smile)|unknown:chembl33711(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Micetich et al (1987)	pubmed:3039137	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653999	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:48947"|chembl:CHEMBL777	uniprotkb:P13661|chembl:CHEMBL4951	-	uniprotkb:bla(gene name)	unknown:Clavulanate|unknown:BRL-14151|unknown:Clavulanic Acid|unknown:"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1"(inchi id)|unknown:HZZVJAQRINQKSD-PBFISZAISA-N(inchi key)|unknown:"OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O"(smile)|unknown:clavulanate(shortLabel)	uniprotkb:Beta-lactamase OXA-1(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:oxa1(gene name)|unknown:blo1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Micetich et al (1987)	pubmed:3039137	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654913	chembl:high(ChEMBL given confidence)
chembl:CHEMBL285387|chebi:"CHEBI:150147"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H13N3O5S.Na/c1-11(5-14-3-2-12-13-14)9(10(16)17)8-6(15)4-7(8)20(11,18)19;/h2-3,7-9H,4-5H2,1H3,(H,16,17);/q;+1/p-1/t7?,8?,9-,11-;/m0./s1"(inchi id)|unknown:HPQRCMNYRXAPAT-LKAPOUHFSA-M(inchi key)|unknown:"[Na+].C[C@]1(Cn2ccnn2)[C@@H](C3C(CC3=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:chembl285387(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Micetich et al (1987)	pubmed:3039137	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654914	chembl:high(ChEMBL given confidence)
chembl:CHEMBL158|chebi:"CHEBI:161680"	uniprotkb:Q83TT7|chembl:CHEMBL1255151	-	uniprotkb:ampC(gene name)	unknown:Azactam|unknown:SQ-26776|unknown:Cayston|unknown:Aztreonam|unknown:"InChI=1S/C13H17N5O8S2/c1-5-7(10(20)18(5)28(23,24)25)16-9(19)8(6-4-27-12(14)15-6)17-26-13(2,3)11(21)22/h4-5,7H,1-3H3,(H2,14,15)(H,16,19)(H,21,22)(H,23,24,25)/b17-8-/t5-,7-/m0/s1"(inchi id)|unknown:WZPBZJONDBGPKJ-VEHQQRBSSA-N(inchi key)|unknown:"C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O"(smile)|unknown:azactam(shortLabel)	uniprotkb:AmpC(gene name synonym)|unknown:q83tt7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Page et al (2010)	pubmed:20308379	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1260723	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL1256967|chebi:"CHEBI:805961"	uniprotkb:Q83TT7|chembl:CHEMBL1255151	-	uniprotkb:ampC(gene name)	unknown:"InChI=1S/C16H18N6O10S2/c1-16(2)12(14(26)22(16)32-34(28,29)30)19-13(25)11(8-6-33-15(17)18-8)20-31-5-7-3-9(23)10(24)4-21(7)27/h3-4,6,12,24,27H,5H2,1-2H3,(H2,17,18)(H,19,25)(H,28,29,30)/b20-11-/t12-/m1/s1"(inchi id)|unknown:KLFSEZJCLYBFKQ-WXYNYTDUSA-N(inchi key)|unknown:"CC1(C)[C@H](NC(=O)C(=N/OCC2=CC(=O)C(=CN2O)O)c3csc(N)n3)C(=O)N1OS(=O)(=O)O"(smile)|unknown:chembl1256967(shortLabel)	uniprotkb:AmpC(gene name synonym)|unknown:q83tt7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Page et al (2010)	pubmed:20308379	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1260723	chembl:medium(ChEMBL given confidence)
chembl:CHEMBL284539|chebi:"CHEBI:154187"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C14H19NO7S.Na/c1-13(2,3)22-8(16)6-7-10(17)15-9(12(18)19)14(4,5)23(20,21)11(7)15;/h6,9,11H,1-5H3,(H,18,19);/q;+1/p-1/b7-6-;/t9-,11+;/m0./s1"(inchi id)|unknown:ZRMYURMZUDHXFO-ABCMRBOESA-M(inchi key)|unknown:"[Na+].CC(C)(C)OC(=O)C=C1/[C@@H]2N([C@@H](C(=O)[O-])C(C)(C)S2(=O)=O)C1=O"(smile)|unknown:chembl284539(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:48947"|chembl:CHEMBL777	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Clavulanate|unknown:BRL-14151|unknown:Clavulanic Acid|unknown:"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1"(inchi id)|unknown:HZZVJAQRINQKSD-PBFISZAISA-N(inchi key)|unknown:"OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O"(smile)|unknown:clavulanate(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chembl:CHEMBL287095|chebi:"CHEBI:154184"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C10H11NO7S.2Na/c1-10(2)6(9(15)16)11-7(14)4(3-5(12)13)8(11)19(10,17)18;;/h3,6,8H,1-2H3,(H,12,13)(H,15,16);;/q;2*+1/p-2/b4-3-;;/t6-,8+;;/m0../s1"(inchi id)|unknown:SBQWNHLRFMVEMO-QAIPAVEKSA-L(inchi key)|unknown:"[Na+].[Na+].CC1(C)[C@@H](N2[C@@H](C(=C/C(=O)[O-])C2=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:chembl287095(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:103504"|chembl:CHEMBL268919	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C16H19NO9S.Na/c1-8(18)25-6-9-7-27(23,24)14-10(5-11(19)26-16(2,3)4)13(20)17(14)12(9)15(21)22;/h5,14H,6-7H2,1-4H3,(H,21,22);/q;+1/p-1/b10-5-;/t14-;/m1./s1"(inchi id)|unknown:LLFPVHHZDAVSKO-AUVFBUBCSA-M(inchi key)|unknown:"[Na+].CC(=O)OCC1=C(N2[C@@H](C(=C/C(=O)OC(C)(C)C)C2=O)S(=O)(=O)C1)C(=O)[O-]"(smile)|unknown:chembl268919(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chembl:CHEMBL36657|chebi:"CHEBI:153549"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H13NO9S.Na/c1-6(15)23-4-7-5-24(20,21)12-8(3-9(16)22-2)11(17)14(12)10(7)13(18)19;/h3,12H,4-5H2,1-2H3,(H,18,19);/q;+1/p-1/b8-3-;/t12-;/m1./s1"(inchi id)|unknown:HOILFXMQYFHUJN-ZDFSRXSCSA-M(inchi key)|unknown:"[Na+].COC(=O)C=C1/[C@@H]2N(C1=O)C(=C(COC(=O)C)CS2(=O)=O)C(=O)[O-]"(smile)|unknown:chembl36657(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:154224"|chembl:CHEMBL290112	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H13NO7S.Na/c1-11(2)7(10(15)16)12-8(14)5(4-6(13)19-3)9(12)20(11,17)18;/h4,7,9H,1-3H3,(H,15,16);/q;+1/p-1/b5-4-;/t7-,9+;/m0./s1"(inchi id)|unknown:NPNAVSKRFWTDIW-SGEGLBQASA-M(inchi key)|unknown:"[Na+].COC(=O)C=C1/[C@@H]2N([C@@H](C(=O)[O-])C(C)(C)S2(=O)=O)C1=O"(smile)|unknown:chembl290112(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chembl:CHEMBL37794|chebi:"CHEBI:153701"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H11NO7S.Na/c1-5-9(14)12-8(11(15)16)7(3-19-6(2)13)4-20(17,18)10(5)12;/h10H,1,3-4H2,2H3,(H,15,16);/q;+1/p-1/t10-;/m1./s1"(inchi id)|unknown:SZGNAVIJDLEXJE-HNCPQSOCSA-M(inchi key)|unknown:"[Na+].CC(=O)OCC1=C(N2[C@@H](C(=C)C2=O)S(=O)(=O)C1)C(=O)[O-]"(smile)|unknown:chembl37794(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:153789"|chembl:CHEMBL290165	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C12H11NO9S.2Na/c1-5(14)22-3-6-4-23(20,21)11-7(2-8(15)16)10(17)13(11)9(6)12(18)19;;/h2,11H,3-4H2,1H3,(H,15,16)(H,18,19);;/q;2*+1/p-2/b7-2-;;/t11-;;/m1../s1"(inchi id)|unknown:AEZXXIFNQPEZCP-AHSLQULLSA-L(inchi key)|unknown:"[Na+].[Na+].CC(=O)OCC1=C(N2[C@@H](C(=C/C(=O)[O-])C2=O)S(=O)(=O)C1)C(=O)[O-]"(smile)|unknown:chembl290165(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chembl:CHEMBL35987|chebi:"CHEBI:153741"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H13NO4S.Na/c1-5(13)4-6-8(14)12-7(10(15)16)11(2,3)17-9(6)12;/h4,7,9H,1-3H3,(H,15,16);/q;+1/p-1/b6-4-;/t7-,9+;/m0./s1"(inchi id)|unknown:FVCKHIMQQQZTQJ-LWNVUIRWSA-M(inchi key)|unknown:"[Na+].CC(=O)C=C1/[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)[O-]"(smile)|unknown:chembl35987(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL654915	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:100207"|chembl:CHEMBL404	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:YTR-830H|unknown:Tazobactam|unknown:CL-298741|unknown:"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1"(inchi id)|unknown:LPQZKKCYTLCDGQ-WEDXCCLWSA-N(inchi key)|unknown:"C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O"(smile)|unknown:ytr830h(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL681039	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:48947"|chembl:CHEMBL777	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Clavulanate|unknown:BRL-14151|unknown:Clavulanic Acid|unknown:"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1"(inchi id)|unknown:HZZVJAQRINQKSD-PBFISZAISA-N(inchi key)|unknown:"OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O"(smile)|unknown:clavulanate(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL651412	chembl:high(ChEMBL given confidence)
chembl:CHEMBL67925|chebi:"CHEBI:211890"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C12H17NO6S.K/c1-5(14)6-9(15)13-7(11(16)17)8(12(2,3)4)20(18,19)10(6)13;/h5-6,10,14H,1-4H3,(H,16,17);/q;+1/p-1/t5-,6+,10-;/m1./s1"(inchi id)|unknown:IFRDZCGKEBQPLF-KYNBSPCLSA-M(inchi key)|unknown:"[K+].C[C@@H](O)[C@@H]1[C@@H]2N(C1=O)C(=C(C(C)(C)C)S2(=O)=O)C(=O)[O-]"(smile)|unknown:chembl67925(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	-	-	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL651412	chembl:high(ChEMBL given confidence)
