#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
chebi:"CHEBI:452754"|chembl:CHEMBL378041	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C22H20N2O4S2.Na/c1-28-15-4-2-13(3-5-15)10-23-7-6-19-14(11-23)8-16(30-19)9-17-20(25)24-18(22(26)27)12-29-21(17)24;/h2-5,8-9,12,21H,6-7,10-11H2,1H3,(H,26,27);/q;+1/p-1/b17-9-;/t21-;/m1./s1"(inchi id)|unknown:VJIDJIHPACCJGS-CZLOGHIXSA-M(inchi key)|unknown:"[Na+].COc1ccc(CN2CCc3sc(C=C4/[C@H]5SC=C(N5C4=O)C(=O)[O-])cc3C2)cc1"(smile)|unknown:chembl378041(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venkatesan et al (2006)	pubmed:16854068	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL869109	chembl:high(ChEMBL given confidence)
chembl:CHEMBL426|chebi:"CHEBI:101413"	uniprotkb:P00382|chembl:CHEMBL2627	-	uniprotkb:dhfrI(gene name)	unknown:Methotrexate|unknown:"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)"(inchi id)|unknown:FBOZXECLQNJBKD-UHFFFAOYSA-N(inchi key)|unknown:"CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O"(smile)|unknown:methotrexate(shortLabel)	uniprotkb:Dihydrofolate reductase type 1(gene name synonym)|uniprotkb:Dihydrofolate reductase type I(gene name synonym)|uniprotkb:Trimethoprim resistance protein(gene name synonym)|unknown:dyr1_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2006)	pubmed:16451071	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL867014	chembl:low(ChEMBL given confidence)
chebi:"CHEBI:661958"|chembl:CHEMBL551049	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C20H20N4O6S2/c1-2-12-15(14-17(28)23-20(21)24-18(14)32-12)31-10-5-3-9(4-6-10)16(27)22-11(19(29)30)7-8-13(25)26/h3-6,11H,2,7-8H2,1H3,(H,22,27)(H,25,26)(H,29,30)(H3,21,23,24,28)/t11-/m0/s1"(inchi id)|unknown:RSFXTHIRRXEJJD-NSHDSACASA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O"(smile)|unknown:chembl551049(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:667253"|chembl:CHEMBL564277	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H12ClN3OS2/c1-2-9-11(20-8-5-3-7(15)4-6-8)10-12(19)17-14(16)18-13(10)21-9/h3-6H,2H2,1H3,(H3,16,17,18,19)"(inchi id)|unknown:QQRXGXBWHQIHNH-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc(Cl)cc3"(smile)|unknown:chembl564277(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:667254"|chembl:CHEMBL564937	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H12N4O3S2/c1-2-9-11(10-12(19)16-14(15)17-13(10)23-9)22-8-5-3-7(4-6-8)18(20)21/h3-6H,2H2,1H3,(H3,15,16,17,19)"(inchi id)|unknown:YGWSIAKZEDQVBU-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc(cc3)[N+](=O)[O-]"(smile)|unknown:chembl564937(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:660143"|chembl:CHEMBL556091	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H11Cl2N3OS2/c1-2-9-11(21-6-3-4-7(15)8(16)5-6)10-12(20)18-14(17)19-13(10)22-9/h3-5H,2H2,1H3,(H3,17,18,19,20)"(inchi id)|unknown:KGKLEEPOANHZID-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc(Cl)c(Cl)c3"(smile)|unknown:chembl556091(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chembl:CHEMBL560912|chebi:"CHEBI:656625"	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H11Cl2N3OS2/c1-2-9-11(21-8-4-6(15)3-7(16)5-8)10-12(20)18-14(17)19-13(10)22-9/h3-5H,2H2,1H3,(H3,17,18,19,20)"(inchi id)|unknown:IDCYCGZREFNTJD-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3cc(Cl)cc(Cl)c3"(smile)|unknown:chembl560912(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:663630"|chembl:CHEMBL550296	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C18H15N3OS2/c1-2-13-15(14-16(22)20-18(19)21-17(14)24-13)23-12-8-7-10-5-3-4-6-11(10)9-12/h3-9H,2H2,1H3,(H3,19,20,21,22)"(inchi id)|unknown:PHEJGIHBLBFCLD-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc4ccccc4c3"(smile)|unknown:chembl550296(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:661858"|chembl:CHEMBL550842	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C13H12N4OS2/c1-2-8-10(19-7-3-5-15-6-4-7)9-11(18)16-13(14)17-12(9)20-8/h3-6H,2H2,1H3,(H3,14,16,17,18)"(inchi id)|unknown:JQRVWKXHWCBLFG-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccncc3"(smile)|unknown:chembl550842(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:658241"|chembl:CHEMBL538143	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H12FN3OS2/c1-2-9-11(20-8-5-3-7(15)4-6-8)10-12(19)17-14(16)18-13(10)21-9/h3-6H,2H2,1H3,(H3,16,17,18,19)"(inchi id)|unknown:KQSXADQQPBUVSR-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc(F)cc3"(smile)|unknown:chembl538143(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:658242"|chembl:CHEMBL565179	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H12BrN3OS2/c1-2-9-11(20-8-5-3-7(15)4-6-8)10-12(19)17-14(16)18-13(10)21-9/h3-6H,2H2,1H3,(H3,16,17,18,19)"(inchi id)|unknown:SWSWTYDWMFMKAF-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccc(Br)cc3"(smile)|unknown:chembl565179(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:660033"|chembl:CHEMBL551985	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H12ClN3OS2/c1-2-9-11(20-8-5-3-4-7(15)6-8)10-12(19)17-14(16)18-13(10)21-9/h3-6H,2H2,1H3,(H3,16,17,18,19)"(inchi id)|unknown:QGLSNIDQEFSQHF-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3cccc(Cl)c3"(smile)|unknown:chembl551985(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:661859"|chembl:CHEMBL563212	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C16H17N3O3S2/c1-4-11-13(12-14(20)18-16(17)19-15(12)24-11)23-10-6-8(21-2)5-9(7-10)22-3/h5-7H,4H2,1-3H3,(H3,17,18,19,20)"(inchi id)|unknown:BMPYDZSFSPOLKK-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3cc(OC)cc(OC)c3"(smile)|unknown:chembl563212(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:665312"|chembl:CHEMBL551768	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:"InChI=1S/C14H12ClN3OS2/c1-2-8-11(20-9-6-4-3-5-7(9)15)10-12(19)17-14(16)18-13(10)21-8/h3-6H,2H2,1H3,(H3,16,17,18,19)"(inchi id)|unknown:BEYHYOYOCMIKPU-UHFFFAOYSA-N(inchi key)|unknown:"CCc1sc2N=C(N)NC(=O)c2c1Sc3ccccc3Cl"(smile)|unknown:chembl551768(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:41452"|chembl:CHEMBL389051	uniprotkb:C3SWJ7|chembl:CHEMBL6137	-	uniprotkb:thyA1(gene name)	unknown:CB-3717|unknown:"InChI=1S/C24H23N5O6/c1-2-11-29(13-14-3-8-18-17(12-14)22(33)28-24(25)27-18)16-6-4-15(5-7-16)21(32)26-19(23(34)35)9-10-20(30)31/h1,3-8,12,19H,9-11,13H2,(H,26,32)(H,30,31)(H,34,35)(H3,25,27,28,33)/t19-/m0/s1"(inchi id)|unknown:LTKHPMDRMUCUEB-IBGZPJMESA-N(inchi key)|unknown:"NC1=NC(=O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)ccc2N1"(smile)|unknown:cb3717(shortLabel)	uniprotkb:Thymidylate synthase 1(gene name synonym)|uniprotkb:TS 1(gene name synonym)|uniprotkb:TSase 1(gene name synonym)|unknown:c3swj7_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2009)	pubmed:19719239	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1062967	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:542194"|chembl:CHEMBL405346	uniprotkb:P0AF14|chembl:CHEMBL1250346	-	uniprotkb:mtnN(gene name)	unknown:"InChI=1S/C13H19N5OS/c1-20-6-9-4-18(5-10(9)19)3-8-2-15-12-11(8)16-7-17-13(12)14/h2,7,9-10,15,19H,3-6H2,1H3,(H2,14,16,17)/t9-,10+/m1/s1"(inchi id)|unknown:NTHMDFGHOCNNOE-ZJUUUORDSA-N(inchi key)|unknown:"CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O"(smile)|unknown:chembl405346(shortLabel)	uniprotkb:5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase(gene name synonym)|uniprotkb:5'-methylthioadenosine nucleosidase(gene name synonym)|uniprotkb:S-adenosylhomocysteine nucleosidase(gene name synonym)|uniprotkb:MTA/SAH nucleosidase(gene name synonym)|uniprotkb:MTAN(gene name synonym)|uniprotkb:MTA nucleosidase(gene name synonym)|uniprotkb:AdoHcy nucleosidase(gene name synonym)|uniprotkb:SAH nucleosidase(gene name synonym)|uniprotkb:SRH nucleosidase(gene name synonym)|uniprotkb:ECs0163(gene name)|unknown:mtnn_eco57(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gutierrez et al (2009)	pubmed:19270684	-	taxid:83334(escherichia coli o15)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1244617	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:793697"|chembl:CHEMBL1231347	uniprotkb:P0AF14|chembl:CHEMBL1250346	-	uniprotkb:mtnN(gene name)	unknown:"InChI=1S/C16H25N5OS/c1-2-3-4-23-9-12-7-21(8-13(12)22)6-11-5-18-15-14(11)19-10-20-16(15)17/h5,10,12-13,18,22H,2-4,6-9H2,1H3,(H2,17,19,20)/t12-,13+/m1/s1"(inchi id)|unknown:LTSUEVPGSXUJHT-OLZOCXBDSA-N(inchi key)|unknown:"CCCCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O"(smile)|unknown:chembl1231347(shortLabel)	uniprotkb:5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase(gene name synonym)|uniprotkb:5'-methylthioadenosine nucleosidase(gene name synonym)|uniprotkb:S-adenosylhomocysteine nucleosidase(gene name synonym)|uniprotkb:MTA/SAH nucleosidase(gene name synonym)|uniprotkb:MTAN(gene name synonym)|uniprotkb:MTA nucleosidase(gene name synonym)|uniprotkb:AdoHcy nucleosidase(gene name synonym)|uniprotkb:SAH nucleosidase(gene name synonym)|uniprotkb:SRH nucleosidase(gene name synonym)|uniprotkb:ECs0163(gene name)|unknown:mtnn_eco57(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gutierrez et al (2009)	pubmed:19270684	-	taxid:83334(escherichia coli o15)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1244617	chembl:medium(ChEMBL given confidence)
chebi:"CHEBI:9321"|chembl:CHEMBL403	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Sulbactam|unknown:CP-45899|unknown:"InChI=1S/C8H11NO5S/c1-8(2)6(7(11)12)9-4(10)3-5(9)15(8,13)14/h5-6H,3H2,1-2H3,(H,11,12)/t5-,6+/m1/s1"(inchi id)|unknown:FKENQMMABCRJMK-RITPCOANSA-N(inchi key)|unknown:"CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O"(smile)|unknown:sulbactam(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Joyeau et al (1988)	pubmed:3257523	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653603	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:304057"|chembl:CHEMBL124880	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H11NO3/c1-7-2-3-8(11(14)15)6-9(7)12-5-4-10(12)13/h2-3,6H,4-5H2,1H3,(H,14,15)"(inchi id)|unknown:XLQAIEGAEHIXRJ-UHFFFAOYSA-N(inchi key)|unknown:"Cc1ccc(cc1N2CCC2=O)C(=O)O"(smile)|unknown:chembl124880(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Joyeau et al (1988)	pubmed:3257523	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653603	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:48947"|chembl:CHEMBL777	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Clavulanate|unknown:BRL-14151|unknown:Clavulanic Acid|unknown:"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1"(inchi id)|unknown:HZZVJAQRINQKSD-PBFISZAISA-N(inchi key)|unknown:"OCC=C1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O"(smile)|unknown:clavulanate(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Joyeau et al (1988)	pubmed:3257523	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL653603	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:473856"|chembl:CHEMBL1439	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:Tazobactam sodium|unknown:CL-307579|unknown:Tazocillin|unknown:Tazobactam Sodium|unknown:"InChI=1S/C10H12N4O5S.Na/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19;/h2-3,7-8H,4-5H2,1H3,(H,16,17);/q;+1/p-1/t7-,8+,10+;/m1./s1"(inchi id)|unknown:RFMIKMMOLPNEDG-QVUDESDKSA-M(inchi key)|unknown:"[Na+].C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)[O-]"(smile)|unknown:tazobactam sodium(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venkatesan et al (2004)	pubmed:15588091	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL918106	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:473857"|chembl:CHEMBL222758	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C16H9N3O3S2.Na/c20-13-9(14-19(13)11(7-23-14)15(21)22)5-8-6-18-10-3-1-2-4-12(10)24-16(18)17-8;/h1-7,14H,(H,21,22);/q;+1/p-1/b9-5-;/t14-;/m1./s1"(inchi id)|unknown:ICRJCLPRVQCDKT-MBZBDMRWSA-M(inchi key)|unknown:"[Na+].[O-]C(=O)C1=CS[C@H]2N1C(=O)/C/2=C/c3cn4c5ccccc5sc4n3"(smile)|unknown:chembl222758(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venkatesan et al (2004)	pubmed:15588091	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL918106	chembl:high(ChEMBL given confidence)
